"Date","Price","Open","High","Low","Vol.","Change %"
"17-09-2006","12,236.78","12,006.19","12,303.42","11,833.61","71.82M","1.89%"
"10-09-2006","12,009.59","11,959.56","12,041.70","11,444.18","80.68M","0.76%"
"03-09-2006","11,918.65","11,824.49","11,983.48","11,815.43","62.47M","1.19%"
"27-08-2006","11,778.02","11,583.73","11,795.02","11,552.44","66.24M","1.78%"
"20-08-2006","11,572.20","11,488.03","11,635.25","11,297.23","69.07M","0.93%"
"13-08-2006","11,465.72","11,221.86","11,551.59","11,221.86","62.80M","2.44%"
"06-08-2006","11,192.46","10,863.28","11,241.11","10,780.01","82.38M","3.00%"
"30-07-2006","10,866.51","10,759.19","11,081.90","10,645.99","91.76M","1.74%"
"23-07-2006","10,680.23","10,042.47","10,787.65","9,875.35","100.27M","5.89%"
"16-07-2006","10,085.91","10,647.26","10,647.26","9,972.73","109.15M","-5.55%"
"09-07-2006","10,678.22","10,484.25","10,939.68","10,461.73","103.41M","1.61%"
"02-07-2006","10,509.53","10,616.97","10,940.45","10,440.02","115.68M","-0.94%"
"25-06-2006","10,609.25","10,443.60","10,626.84","9,901.58","133.10M","2.00%"
"18-06-2006","10,401.30","9,903.11","10,453.61","9,745.17","112.93M","5.23%"
"11-06-2006","9,884.51","9,858.47","10,118.28","8,799.01","135.54M","0.75%"
"04-06-2006","9,810.46","10,537.08","10,552.38","9,200.80","138.70M","-6.13%"
"28-05-2006","10,451.33","10,855.03","10,992.38","10,011.45","120.04M","-3.31%"
"21-05-2006","10,809.35","11,071.63","11,142.90","9,826.91","133.47M","-1.18%"
"14-05-2006","10,938.61","12,272.64","12,272.64","10,799.01","152.70M","-10.96%"
"07-05-2006","12,285.11","12,393.22","12,671.11","12,224.44","99.00M","-0.60%"
"30-04-2006","12,359.70","11,881.51","12,482.91","11,881.51","85.07M","4.28%"
"23-04-2006","11,851.93","12,063.73","12,086.91","11,344.61","108.01M","-1.48%"
"16-04-2006","12,030.30","11,323.74","12,102.00","11,323.74","132.44M","7.06%"
"09-04-2006","11,237.23","11,620.38","11,702.77","11,008.43","81.86M","-3.04%"
"02-04-2006","11,589.44","11,342.96","11,930.66","11,342.96","81.21M","2.74%"
"26-03-2006","11,279.96","10,996.36","11,356.95","10,996.36","99.62M","3.01%"
"19-03-2006","10,950.30","10,903.25","11,017.25","10,784.42","85.50M","0.83%"
"12-03-2006","10,860.04","10,795.99","10,951.38","10,761.22","83.07M","0.88%"
"05-03-2006","10,765.16","10,616.99","10,782.34","10,376.54","116.41M","1.60%"
"26-02-2006","10,595.43","10,214.58","10,706.22","10,109.34","116.93M","3.87%"
"19-02-2006","10,200.76","10,002.36","10,304.88","9,896.64","77.61M","2.20%"
"12-02-2006","9,981.11","10,117.50","10,195.42","9,970.00","95.14M","-1.28%"
"05-02-2006","10,110.97","9,746.09","10,122.25","9,739.71","76.51M","3.78%"
"29-01-2006","9,742.58","9,896.46","9,993.92","9,713.51","102.19M","-1.30%"
"22-01-2006","9,870.79","9,467.56","9,883.95","9,432.93","72.82M","3.67%"
"15-01-2006","9,520.96","9,382.86","9,556.19","9,158.44","127.22M","1.57%"
"08-01-2006","9,374.19","9,643.92","9,689.68","9,303.71","81.14M","-2.76%"
"01-01-2006","9,640.29","9,422.49","9,680.92","9,366.09","83.57M","2.58%"
"25-12-2005","9,397.93","9,254.09","9,427.23","9,020.80","79.17M","1.52%"
"18-12-2005","9,256.91","9,263.32","9,442.98","9,237.94","193.68M","-0.30%"
"11-12-2005","9,284.46","9,092.65","9,309.01","9,092.65","106.91M","2.40%"
"04-12-2005","9,067.28","8,965.83","9,080.76","8,783.93","77.69M","1.18%"
"27-11-2005","8,961.61","8,858.20","9,057.97","8,768.80","97.59M","1.22%"
"20-11-2005","8,853.21","8,699.27","8,863.93","8,518.18","99.34M","1.92%"
"13-11-2005","8,686.65","8,503.70","8,739.57","8,416.89","70.55M","2.55%"
"06-11-2005","8,471.04","8,083.59","8,483.68","8,049.65","91.86M","4.93%"
"30-10-2005","8,072.75","7,717.07","8,086.84","7,717.07","38.20M","5.04%"
"23-10-2005","7,685.64","8,096.49","8,126.27","7,656.15","108.16M","-4.75%"
"16-10-2005","8,068.95","8,230.47","8,317.38","7,838.02","120.26M","-1.62%"
"09-10-2005","8,201.73","8,516.44","8,564.85","8,180.10","86.95M","-3.41%"
"02-10-2005","8,491.56","8,662.99","8,821.84","8,410.69","122.09M","-1.66%"
"25-09-2005","8,634.48","8,280.06","8,722.17","8,280.06","99.90M","5.01%"
"18-09-2005","8,222.59","8,399.51","8,521.75","8,121.81","100.09M","-1.89%"
"11-09-2005","8,380.96","8,072.99","8,388.80","8,072.99","59.68M","3.98%"
"04-09-2005","8,060.01","7,901.35","8,077.74","7,901.35","39.37M","2.03%"
"28-08-2005","7,899.77","7,693.00","7,928.07","7,566.21","50.88M","2.86%"
"21-08-2005","7,680.22","7,814.93","7,846.02","7,537.50","64.37M","-1.29%"
"14-08-2005","7,780.76","7,774.27","7,921.39","7,735.37","45.97M","0.17%"
"07-08-2005","7,767.49","7,760.67","7,861.26","7,559.80","97.63M","0.17%"
"31-07-2005","7,754.00","7,632.01","7,843.77","7,596.74","102.73M","1.55%"
"24-07-2005","7,635.42","7,427.65","7,708.59","7,427.65","72.55M","2.86%"
"17-07-2005","7,423.25","7,325.65","7,429.95","7,273.19","62.86M","2.09%"
"10-07-2005","7,271.54","7,227.51","7,352.46","7,163.85","65.89M","0.82%"
"03-07-2005","7,212.08","7,186.74","7,308.72","7,123.11","66.87M","0.02%"
"26-06-2005","7,210.77","7,136.39","7,228.57","7,034.48","91.29M","0.87%"
"19-06-2005","7,148.62","6,940.06","7,178.04","6,940.06","116.71M","3.51%"
"12-06-2005","6,906.52","6,790.33","6,933.26","6,757.04","51.05M","1.84%"
"05-06-2005","6,781.99","6,744.31","6,883.67","6,736.59","55.67M","0.49%"
"29-05-2005","6,748.85","6,697.15","6,763.28","6,642.61","50.43M","0.61%"
"22-05-2005","6,707.72","6,504.49","6,772.74","6,499.21","60.82M","3.20%"
"15-05-2005","6,499.50","6,456.97","6,568.61","6,380.53","58.28M","0.74%"
"08-05-2005","6,451.54","6,391.80","6,494.91","6,380.76","55.19M","0.99%"
"01-05-2005","6,388.48","6,183.07","6,404.36","6,140.97","57.01M","3.80%"
"24-04-2005","6,154.44","6,338.67","6,391.73","6,138.47","67.09M","-3.03%"
"17-04-2005","6,346.57","6,220.98","6,374.03","6,118.42","77.48M","1.57%"
"10-04-2005","6,248.34","6,477.14","6,515.82","6,232.37","47.40M","-3.57%"
"03-04-2005","6,479.54","6,616.83","6,649.42","6,456.84","62.79M","-1.90%"
"27-03-2005","6,605.04","6,471.47","6,618.08","6,321.31","70.30M","2.52%"
"20-03-2005","6,442.87","6,716.41","6,734.72","6,412.89","66.34M","-3.84%"
"13-03-2005","6,700.34","6,854.92","6,882.23","6,595.53","183.16M","-2.24%"
"06-03-2005","6,853.73","6,863.58","6,954.86","6,838.95","95.72M","0.06%"
"27-02-2005","6,849.48","6,584.34","6,864.62","6,545.94","104.21M","4.26%"
"20-02-2005","6,569.72","6,585.88","6,622.62","6,515.73","86.78M","-0.22%"
"13-02-2005","6,584.32","6,673.39","6,719.20","6,532.50","89.20M","-0.75%"
"06-02-2005","6,633.76","6,652.33","6,658.33","6,508.33","75.81M","0.23%"
"30-01-2005","6,618.23","6,463.52","6,684.16","6,455.55","195.32M","3.10%"
"23-01-2005","6,419.09","6,201.60","6,432.58","6,069.33","93.29M","3.81%"
"16-01-2005","6,183.24","6,202.74","6,267.97","6,087.55","94.51M","0.15%"
"09-01-2005","6,173.82","6,440.33","6,469.09","6,070.33","105.05M","-3.84%"
"02-01-2005","6,420.46","6,626.49","6,696.31","6,324.53","106.46M","-2.76%"
"26-12-2004","6,602.69","6,484.84","6,617.15","6,469.96","83.13M","1.61%"
"19-12-2004","6,498.06","6,360.11","6,507.94","6,345.87","83.45M","2.39%"
"12-12-2004","6,346.48","6,231.47","6,437.00","6,220.58","101.24M","1.81%"
"05-12-2004","6,233.54","6,351.04","6,386.29","6,221.40","122.77M","-1.41%"
"28-11-2004","6,322.76","6,033.42","6,361.53","6,029.82","152.44M","4.77%"
"21-11-2004","6,035.03","5,921.01","6,081.74","5,877.97","98.28M","1.23%"
"14-11-2004","5,961.71","5,970.04","6,044.55","5,949.24","76.10M","-0.04%"
"07-11-2004","5,964.01","5,912.52","6,001.99","5,910.41","110.81M","1.23%"
"31-10-2004","5,891.36","5,678.65","5,900.51","5,649.03","175.34M","3.86%"
"24-10-2004","5,672.27","5,633.48","5,733.75","5,558.14","104.10M","0.55%"
"17-10-2004","5,641.06","5,706.83","5,751.60","5,617.37","63.79M","-0.80%"
"10-10-2004","5,686.73","5,776.58","5,795.45","5,645.66","66.10M","-1.56%"
"03-10-2004","5,776.85","5,706.32","5,803.82","5,699.32","111.71M","1.79%"
"26-09-2004","5,675.54","5,530.00","5,685.68","5,428.20","105.72M","2.67%"
"19-09-2004","5,527.75","5,566.53","5,638.79","5,513.68","119.92M","-0.60%"
"12-09-2004","5,561.15","5,380.71","5,569.47","5,376.04","116.55M","3.56%"
"05-09-2004","5,370.05","5,226.09","5,376.65","5,226.09","87.50M","2.90%"
"29-08-2004","5,218.46","5,130.54","5,233.32","5,130.54","84.32M","1.98%"
"22-08-2004","5,117.01","5,064.42","5,148.75","5,022.29","113.33M","1.03%"
"15-08-2004","5,064.66","5,105.26","5,148.53","5,025.49","112.43M","-0.75%"
"08-08-2004","5,102.92","5,182.19","5,269.22","5,084.51","195.76M","-1.81%"
