Strategy,Date,Price,Amount Invested,Units,Current Value,Running Total Investment,Running Corpus Value,Index,Year
DIP,2004-03-07,5700.4,10000,1.7542628587467548,1368.9214791944428,40000,5721.524741492881,Sensex,2004
DIP,2004-02-22,5667.51,10000,1.7644432916748272,1376.8656782255348,50000,7098.390419718415,Sensex,2004
DEC_FILL,2004-12-05,6233.54,10000,1.6042248866615119,1251.8408480574442,60000,8350.23126777586,Sensex,2004
DEC_FILL,2004-12-05,6233.54,10000,1.6042248866615119,1251.8408480574442,70000,9602.072115833304,Sensex,2004
DEC_FILL,2004-12-05,6233.54,10000,1.6042248866615119,1251.8408480574442,80000,10853.912963890749,Sensex,2004
DEC_FILL,2004-12-05,6233.54,10000,1.6042248866615119,1251.8408480574442,90000,12105.753811948194,Sensex,2004
DEC_FILL,2004-12-05,6233.54,10000,1.6042248866615119,1251.8408480574442,100000,13357.594660005638,Sensex,2004
DEC_FILL,2004-12-05,6233.54,10000,1.6042248866615119,1251.8408480574442,110000,14609.435508063081,Sensex,2004
DEC_FILL,2004-12-05,6233.54,10000,1.6042248866615119,1251.8408480574442,120000,15861.276356120527,Sensex,2004
SIP,2003-01-26,3250.38,10000,3.076563355669183,2400.7654489628903,10000,2400.7654489628903,Sensex,2003
SIP,2003-02-23,3283.66,10000,3.045382286838467,2376.4336137115292,20000,4777.19906267442,Sensex,2003
SIP,2003-03-30,3167.7,10000,3.156864602077217,2463.427723584936,30000,7240.626786259356,Sensex,2003
SIP,2003-04-27,2966.63,10000,3.370828178775243,2630.392061025473,40000,9871.01884728483,Sensex,2003
SIP,2003-05-25,3180.75,10000,3.143912599229741,2453.3207576829363,50000,12324.339604967767,Sensex,2003
SIP,2003-06-29,3622.34,10000,2.760646432968744,2154.24283750283,60000,14478.582442470597,Sensex,2003
SIP,2003-07-27,3815.31,10000,2.6210189997667293,2045.2859662779697,70000,16523.868408748567,Sensex,2003
SIP,2003-08-31,4369.17,10000,2.2887642275306295,1786.0142773112514,80000,18309.882686059816,Sensex,2003
SIP,2003-09-28,4552.92,10000,2.1963926447203113,1713.9330363810477,90000,20023.815722440864,Sensex,2003
SIP,2003-10-26,4906.87,10000,2.0379590247958475,1590.3009454091916,100000,21614.116667850056,Sensex,2003
SIP,2003-11-30,5131.72,10000,1.9486643854302261,1520.6207665266227,110000,23134.73743437668,Sensex,2003
SIP,2003-12-28,6026.59,10000,1.6593131439172069,1294.8284187243532,120000,24429.56585310103,Sensex,2003
DIP,2003-10-19,4757.37,10000,2.1020017362534342,1640.276034868005,10000,1640.276034868005,Sensex,2003
DIP,2003-04-06,2997.87,10000,3.3357016815272176,2602.981450162949,20000,4243.257485030954,Sensex,2003
DIP,2003-03-02,3153.06,10000,3.1715222672578385,2474.8656860319816,30000,6718.123171062935,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,40000,8186.083839333622,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,50000,9654.044507604309,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,60000,11122.005175874994,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,70000,12589.965844145683,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,80000,14057.926512416368,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,90000,15525.887180687056,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,100000,16993.847848957743,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,110000,18461.808517228426,Sensex,2003
DEC_FILL,2003-12-07,5315.81,10000,1.881180854846204,1467.9606682706867,120000,19929.769185499114,Sensex,2003
SIP,2002-01-27,3333.92,10000,2.9994720929116476,2340.6080529826754,10000,2340.6080529826754,Sensex,2002
SIP,2002-02-24,3678.75,10000,2.7183146449201496,2121.2096500169896,20000,4461.817702999665,Sensex,2002
SIP,2002-03-31,3500.57,10000,2.8566776267864946,2229.179819286573,30000,6690.997522286239,Sensex,2002
SIP,2002-04-28,3380.61,10000,2.958046033112367,2308.2816414789045,40000,8999.279163765143,Sensex,2002
SIP,2002-05-26,3125.73,10000,3.1992526545798903,2496.504816474872,50000,11495.783980240014,Sensex,2002
SIP,2002-06-30,3330.61,10000,3.0024530041043533,2342.9341772227913,60000,13838.718157462805,Sensex,2002
SIP,2002-07-28,2985.01,10000,3.350072529070254,2614.195597334682,70000,16452.913754797486,Sensex,2002
SIP,2002-08-25,3181.23,10000,3.143438229867064,2452.9505882944645,80000,18905.86434309195,Sensex,2002
SIP,2002-09-29,2930.51,10000,3.412375320336733,2662.8129574715663,90000,21568.67730056352,Sensex,2002
SIP,2002-10-27,2950.58,10000,3.389164164333792,2644.7003639962313,100000,24213.37766455975,Sensex,2002
SIP,2002-11-24,3228.82,10000,3.0971066829368,2416.7962289629027,110000,26630.173893522653,Sensex,2002
SIP,2002-12-29,3357.54,10000,2.978371069294781,2324.1420802134894,120000,28954.315973736142,Sensex,2002
DIP,2002-10-20,2875.53,10000,3.477619777919201,2713.7258175014695,10000,2713.7258175014695,Sensex,2002
DIP,2002-09-29,2930.51,10000,3.412375320336733,2662.8129574715663,20000,5376.538774973035,Sensex,2002
DIP,2002-07-21,3024.35,10000,3.306495610627077,2580.190784796733,30000,7956.729559769769,Sensex,2002
DIP,2002-05-26,3125.73,10000,3.1992526545798903,2496.504816474872,40000,10453.234376244642,Sensex,2002
DIP,2002-04-14,3364.4,10000,2.9722981809535134,2319.4031625252646,50000,12772.637538769904,Sensex,2002
DEC_FILL,2002-12-01,3306.29,10000,3.0245380774221258,2360.168043335582,60000,15132.805582105486,Sensex,2002
DEC_FILL,2002-12-01,3306.29,10000,3.0245380774221258,2360.168043335582,70000,17492.973625441067,Sensex,2002
DEC_FILL,2002-12-01,3306.29,10000,3.0245380774221258,2360.168043335582,80000,19853.14166877665,Sensex,2002
DEC_FILL,2002-12-01,3306.29,10000,3.0245380774221258,2360.168043335582,90000,22213.30971211223,Sensex,2002
DEC_FILL,2002-12-01,3306.29,10000,3.0245380774221258,2360.168043335582,100000,24573.477755447813,Sensex,2002
DEC_FILL,2002-12-01,3306.29,10000,3.0245380774221258,2360.168043335582,110000,26933.645798783393,Sensex,2002
DEC_FILL,2002-12-01,3306.29,10000,3.0245380774221258,2360.168043335582,120000,29293.813842118976,Sensex,2002
SIP,2001-01-28,4352.26,10000,2.297656849544834,1792.9535459738158,10000,1792.9535459738158,Sensex,2001
SIP,2001-02-25,4095.16,10000,2.4419070317154885,1905.5177331288644,20000,3698.47127910268,Sensex,2001
SIP,2001-03-25,3604.38,10000,2.7744022550341527,2164.977055693351,30000,5863.44833479603,Sensex,2001
SIP,2001-04-29,3514.59,10000,2.8452820954933578,2220.2874303972867,40000,8083.735765193317,Sensex,2001
SIP,2001-05-27,3557.64,10000,2.8108521379341362,2193.420357315524,50000,10277.15612250884,Sensex,2001
SIP,2001-06-24,3456.78,10000,2.892865614820729,2257.4187538692076,60000,12534.574876378048,Sensex,2001
SIP,2001-07-29,3325.38,10000,3.0071751198359284,2346.6190330127683,70000,14881.193909390817,Sensex,2001
SIP,2001-08-26,3244.95,10000,3.0817115826129835,2404.7828163762156,80000,17285.976725767032,Sensex,2001
SIP,2001-09-30,2812.9,10000,3.5550499484517757,2774.1476767748586,90000,20060.12440254189,Sensex,2001
SIP,2001-10-28,3052.6,10000,3.2758959575443884,2556.312651510188,100000,22616.437054052076,Sensex,2001
SIP,2001-11-25,3287.56,10000,3.0417695798707856,2373.614473956369,110000,24990.051528008447,Sensex,2001
SIP,2001-12-30,3375.74,10000,2.9623134483105926,2311.611676254688,120000,27301.66320426314,Sensex,2001
DIP,2001-12-16,3235.49,10000,3.0907219617430437,2411.813975626567,10000,2411.813975626567,Sensex,2001
DIP,2001-09-16,2600.12,10000,3.8459763395535593,3001.1691768072246,20000,5412.9831524337915,Sensex,2001
DIP,2001-09-09,2830.12,10000,3.533419077636284,2757.268243042698,30000,8170.251395476489,Sensex,2001
DIP,2001-07-15,3340.75,10000,2.9933398189029408,2335.8227942827207,40000,10506.07418975921,Sensex,2001
DIP,2001-07-01,3305.78,10000,3.0250046887572672,2360.532158824846,50000,12866.606348584055,Sensex,2001
DIP,2001-06-10,3372.94,10000,2.964772572295979,2313.5306290654444,60000,15180.136977649498,Sensex,2001
DIP,2001-04-22,3422.76,10000,2.92161881055055,2279.856022625016,70000,17459.993000274513,Sensex,2001
DIP,2001-04-08,3183.77,10000,3.140930406404985,2450.993633334066,80000,19910.986633608576,Sensex,2001
DIP,2001-03-11,3745.74,10000,2.6696994452364553,2083.2732650958155,90000,21994.259898704393,Sensex,2001
DIP,2001-03-04,3881.96,10000,2.5760183000340033,2010.1701202485342,100000,24004.430018952928,Sensex,2001
DIP,2001-02-18,4122.16,10000,2.425912628330778,1893.0366603916393,110000,25897.466679344565,Sensex,2001
DIP,2001-01-07,4036.58,10000,2.477344682875107,1933.171149834761,120000,27830.637829179323,Sensex,2001
SIP,2000-01-30,5313.59,10000,1.881966805869478,1468.5739772921886,10000,1468.5739772921886,Sensex,2000
SIP,2000-02-27,5378.27,10000,1.8593339493926484,1450.9126540690593,20000,2919.486631361248,Sensex,2000
SIP,2000-03-26,5001.28,10000,1.9994881310384542,1560.2805681745474,30000,4479.767199535795,Sensex,2000
SIP,2000-04-30,4693.88,10000,2.1304336710780847,1662.4626108890727,40000,6142.229810424868,Sensex,2000
SIP,2000-05-28,4453.47,10000,2.245440072572623,1752.2067062313206,50000,7894.436516656189,Sensex,2000
SIP,2000-06-25,4748.77,10000,2.105808451451639,1643.246567005772,60000,9537.683083661961,Sensex,2000
SIP,2000-07-30,4186.16,10000,2.3888241252126052,1864.0950178684045,70000,11401.778101530366,Sensex,2000
SIP,2000-08-27,4477.31,10000,2.233483944600664,1742.8768613296822,80000,13144.654962860048,Sensex,2000
SIP,2000-09-24,4090.38,10000,2.4447606334863754,1907.7445127347582,90000,15052.399475594806,Sensex,2000
SIP,2000-10-29,3935.7,10000,2.5408440683995224,1982.7222603348835,100000,17035.12173592969,Sensex,2000
SIP,2000-11-26,4031.96,10000,2.4801833351521343,1935.3862637526165,110000,18970.507999682304,Sensex,2000
SIP,2000-12-31,4183.73,10000,2.3902116054334295,1865.1777241839225,120000,20835.685723866227,Sensex,2000
DIP,2000-12-17,3905.9,10000,2.560229396553931,1997.8494073068946,10000,1997.8494073068946,Sensex,2000
DIP,2000-10-08,3738.93,10000,2.6745619736127715,2087.06769048899,20000,4084.9170977958847,Sensex,2000
DIP,2000-09-17,4032.37,10000,2.4799311571110785,1935.1894791400591,30000,6020.106576935944,Sensex,2000
DIP,2000-07-23,4276.7,10000,2.3382514555615312,1824.6311408328854,40000,7844.737717768829,Sensex,2000
DIP,2000-07-16,4463.66,10000,2.240314002410578,1748.2066286410707,50000,9592.9443464099,Sensex,2000
DIP,2000-05-07,4107.14,10000,2.434784302458645,1899.959582580579,60000,11492.90392899048,Sensex,2000
DIP,2000-04-16,4657.42,10000,2.147111490911277,1675.4769808177061,70000,13168.380909808186,Sensex,2000
DIP,2000-03-12,5102.41,10000,1.959858184661758,1529.3557358189562,80000,14697.736645627143,Sensex,2000
DIP,2000-02-27,5378.27,10000,1.8593339493926484,1450.9126540690593,90000,16148.649299696202,Sensex,2000
DIP,2000-02-13,5721.65,10000,1.74774759029301,1363.8373546092475,100000,17512.48665430545,Sensex,2000
DEC_FILL,2000-12-03,4156.08,10000,2.406113453061539,1877.5865719620413,110000,19390.07322626749,Sensex,2000
DEC_FILL,2000-12-03,4156.08,10000,2.406113453061539,1877.5865719620413,120000,21267.659798229535,Sensex,2000
SIP,1999-01-31,3215.35,10000,3.1100813286267437,2426.9208639805934,10000,2426.9208639805934,Sensex,1999
SIP,1999-02-28,3649.06,10000,2.74043178243164,2138.4685371027063,20000,4565.389401083299,Sensex,1999
SIP,1999-03-28,3686.29,10000,2.7127545581058463,2116.8708918723164,30000,6682.260292955615,Sensex,1999
SIP,1999-04-25,3325.69,10000,3.006894809798869,2346.4002958784495,40000,9028.660588834064,Sensex,1999
SIP,1999-05-30,4042.52,10000,2.4737045209423827,1930.330585872179,50000,10958.991174706243,Sensex,1999
SIP,1999-06-27,4194.55,10000,2.3840459644061935,1860.366427864729,60000,12819.357602570972,Sensex,1999
SIP,1999-07-25,4542.34,10000,2.201508473606115,1717.9251222937958,70000,14537.282724864768,Sensex,1999
SIP,1999-08-29,4709.93,10000,2.1231738051308615,1656.7974470958166,80000,16194.080171960584,Sensex,1999
SIP,1999-09-26,4702.31,10000,2.126614366130689,1659.4822544664219,90000,17853.562426427005,Sensex,1999
SIP,1999-10-31,4598.45,10000,2.1746458045645816,1696.9631071339256,100000,19550.52553356093,Sensex,1999
SIP,1999-11-28,4714.14,10000,2.121277687977022,1655.3178310359895,110000,21205.843364596916,Sensex,1999
SIP,1999-12-26,5005.82,10000,1.9976747066414695,1558.8654805806043,120000,22764.70884517752,Sensex,1999
DIP,1999-10-24,4444.56,10000,2.24994150152096,1755.719351296866,10000,1755.719351296866,Sensex,1999
DIP,1999-08-29,4709.93,10000,2.1231738051308615,1656.7974470958166,20000,3412.5167983926826,Sensex,1999
DIP,1999-05-23,3773.32,10000,2.6501860430602227,2068.0461768416144,30000,5480.562975234297,Sensex,1999
DIP,1999-04-18,3406.59,10000,2.935486806454548,2290.677774548742,40000,7771.240749783039,Sensex,1999
DIP,1999-04-04,3441.19,10000,2.9059714807958876,2267.645785324263,50000,10038.886535107302,Sensex,1999
DIP,1999-02-21,3233.86,10000,3.0922798142158285,2413.0296302251795,60000,12451.916165332483,Sensex,1999
DIP,1999-01-31,3215.35,10000,3.1100813286267437,2426.9208639805934,70000,14878.837029313074,Sensex,1999
DIP,1999-01-10,3207.85,10000,3.117352744049753,2432.5950402917842,80000,17311.43206960486,Sensex,1999
DEC_FILL,1999-12-05,4791.46,10000,2.087046536963681,1628.605894654239,90000,18940.037964259096,Sensex,1999
DEC_FILL,1999-12-05,4791.46,10000,2.087046536963681,1628.605894654239,100000,20568.643858913336,Sensex,1999
DEC_FILL,1999-12-05,4791.46,10000,2.087046536963681,1628.605894654239,110000,22197.249753567572,Sensex,1999
DEC_FILL,1999-12-05,4791.46,10000,2.087046536963681,1628.605894654239,120000,23825.855648221812,Sensex,1999
SIP,1998-01-25,3224.36,10000,3.101390663573546,2420.139190412981,10000,2420.139190412981,Sensex,1998
SIP,1998-02-22,3622.22,10000,2.7607378900232455,2154.3142051007394,20000,4574.45339551372,Sensex,1998
SIP,1998-03-29,4076.05,10000,2.4533555770905657,1914.4514910268522,30000,6488.904886540573,Sensex,1998
SIP,1998-04-26,4006.81,10000,2.4957509839498253,1947.5343228154068,40000,8436.43920935598,Sensex,1998
SIP,1998-05-31,3417.89,10000,2.9257816957245555,2283.1044884416997,50000,10719.54369779768,Sensex,1998
SIP,1998-06-28,3089.02,10000,3.237272662527274,2526.173349476533,60000,13245.717047274213,Sensex,1998
SIP,1998-07-26,3211.31,10000,3.1139939775356473,2429.9740604301674,70000,15675.691107704379,Sensex,1998
SIP,1998-08-30,2975.1,10000,3.3612315552418406,2622.903431817418,80000,18298.594539521797,Sensex,1998
SIP,1998-09-27,3102.29,10000,3.2234252761669606,2515.367680004126,90000,20813.96221952592,Sensex,1998
SIP,1998-10-25,2812.49,10000,3.555568197575814,2774.5520872963107,100000,23588.51430682223,Sensex,1998
SIP,1998-11-29,2849.82,10000,3.508993550469854,2738.208027173646,110000,26326.722333995876,Sensex,1998
SIP,1998-12-27,3060.34,10000,3.2676107883437786,2549.8474025761843,120000,28876.569736572063,Sensex,1998
DIP,1998-12-13,2875.09,10000,3.478151988285584,2714.141122538773,10000,2714.141122538773,Sensex,1998
DIP,1998-11-22,2783.1,10000,3.5931155905285475,2803.8518199130467,20000,5517.9929424518195,Sensex,1998
DIP,1998-10-04,2916.66,10000,3.4285792653240352,2675.4575439029577,30000,8193.450486354777,Sensex,1998
DIP,1998-09-27,3102.29,10000,3.2234252761669606,2515.367680004126,40000,10708.818166358904,Sensex,1998
DIP,1998-08-09,2968.75,10000,3.3684210526315788,2628.513684210526,50000,13337.331850569431,Sensex,1998
DIP,1998-08-02,3062.25,10000,3.2655726998122296,2548.2570005714756,60000,15885.588851140905,Sensex,1998
DIP,1998-07-19,3171.3,10000,3.153280988868918,2460.6312868539717,70000,18346.22013799488,Sensex,1998
DIP,1998-06-14,3143.1,10000,3.181572333046992,2482.7081543698896,80000,20828.92829236477,Sensex,1998
DIP,1998-05-31,3417.89,10000,2.9257816957245555,2283.1044884416997,90000,23112.03278080647,Sensex,1998
DIP,1998-05-24,3686.39,10000,2.712680969729193,2116.8134679184786,100000,25228.84624872495,Sensex,1998
DIP,1998-05-10,3849.8,10000,2.597537534417372,2026.9624396072522,110000,27255.8086883322,Sensex,1998
DIP,1998-04-19,4050.98,10000,2.468538477109243,1926.2993152274266,120000,29182.108003559624,Sensex,1998
SIP,1997-01-26,3382.47,10000,2.956419421310463,2307.012331225407,10000,2307.012331225407,Sensex,1997
SIP,1997-02-23,3651.91,10000,2.7382931123713345,2136.7996473078474,20000,4443.811978533254,Sensex,1997
SIP,1997-03-30,3550.37,10000,2.816607846506139,2197.9117669426005,30000,6641.723745475854,Sensex,1997
SIP,1997-04-27,3801.71,10000,2.6303952694971473,2052.602644599404,40000,8694.326390075257,Sensex,1997
SIP,1997-05-25,3755.1,10000,2.6630449255678945,2078.0804772176507,50000,10772.40686729291,Sensex,1997
SIP,1997-06-29,4323.82,10000,2.3127697267693845,1804.7467285872217,60000,12577.15359588013,Sensex,1997
SIP,1997-07-27,4347.32,10000,2.3002677511662357,1794.9909369450604,70000,14372.14453282519,Sensex,1997
SIP,1997-08-31,4032.35,10000,2.4799434572891736,1935.1990774610338,80000,16307.343610286225,Sensex,1997
SIP,1997-09-28,3847.73,10000,2.598934956454845,2028.0529039199737,90000,18335.396514206197,Sensex,1997
SIP,1997-10-26,3803.24,10000,2.629337091532483,2051.776906006458,100000,20387.173420212657,Sensex,1997
SIP,1997-11-30,3469.08,10000,2.88260864551985,2249.4148304449595,110000,22636.588250657616,Sensex,1997
SIP,1997-12-28,3719.85,10000,2.6882804414156487,2097.7727596542873,120000,24734.361010311903,Sensex,1997
DIP,1997-12-07,3329.27,10000,3.003661463323792,2343.877186290088,10000,2343.877186290088,Sensex,1997
DIP,1997-11-09,3569.77,10000,2.801300924149175,2185.967163150567,20000,4529.844349440656,Sensex,1997
