"Date","Price","Open","High","Low","Vol.","Change %"
"01-07-2012","6,313.90","6,313.90","6,313.90","6,313.90","283.53K","2.60%"
"24-06-2012","6,153.72","6,153.72","6,153.72","6,153.72","270.01K","2.39%"
"17-06-2012","6,010.21","6,010.21","6,010.21","6,010.21","282.30K","0.87%"
"10-06-2012","5,958.50","5,958.50","5,958.50","5,958.50","280.94K","-0.50%"
"03-06-2012","5,988.21","5,988.21","5,988.21","5,988.21","235.55K","2.86%"
"27-05-2012","5,821.63","5,821.63","5,821.63","5,821.63","248.01K","-1.34%"
"20-05-2012","5,900.51","5,900.51","5,900.51","5,900.51","276.55K","0.61%"
"13-05-2012","5,864.72","5,864.72","5,864.72","5,864.72","330.86K","-1.41%"
"06-05-2012","5,948.71","5,948.71","5,948.71","5,948.71","226.13K","-2.49%"
"29-04-2012","6,100.80","6,100.80","6,100.80","6,100.80","239.20K","-2.24%"
"22-04-2012","6,240.80","6,240.80","6,240.80","6,240.80","268.85K","-2.76%"
"15-04-2012","6,417.72","6,417.72","6,417.72","6,417.72","280.39K","1.26%"
"08-04-2012","6,337.97","6,337.97","6,337.97","6,337.97","183.56K","-2.10%"
"01-04-2012","6,473.87","6,473.87","6,473.87","6,473.87","354.05K","2.01%"
"25-03-2012","6,346.38","6,346.38","6,346.38","6,346.38","365.29K","-0.07%"
"18-03-2012","6,350.92","6,350.92","6,350.92","6,350.92","438.20K","-0.17%"
"11-03-2012","6,361.59","6,361.59","6,361.59","6,361.59","305.35K","0.50%"
"04-03-2012","6,330.15","6,330.15","6,330.15","6,330.15","555.80K","-0.24%"
"26-02-2012","6,345.43","6,345.43","6,345.43","6,345.43","476.79K","0.72%"
"19-02-2012","6,300.07","6,300.07","6,300.07","6,300.07","651.15K","-3.74%"
"12-02-2012","6,544.56","6,544.56","6,544.56","6,544.56","508.05K","4.77%"
"05-02-2012","6,246.61","6,246.61","6,246.61","6,246.61","445.60K","3.32%"
"29-01-2012","6,046.10","6,046.10","6,046.10","6,046.10","413.12K","2.96%"
"22-01-2012","5,872.36","5,872.36","5,872.36","5,872.36","385.92K","3.39%"
"15-01-2012","5,680.07","5,680.07","5,680.07","5,680.07","383.50K","1.75%"
"08-01-2012","5,582.34","5,582.34","5,582.34","5,582.34","243.57K","6.14%"
"01-01-2012","5,259.24","5,259.24","5,259.24","5,259.24","214.48K","2.42%"
"25-12-2011","5,135.05","5,135.05","5,135.05","5,135.05","276.91K","-0.97%"
"18-12-2011","5,185.19","5,185.19","5,185.19","5,185.19","240.37K","-1.74%"
"11-12-2011","5,277.27","5,277.27","5,277.27","5,277.27","191.85K","-6.11%"
"04-12-2011","5,620.85","5,620.85","5,620.85","5,620.85","241.66K","-2.47%"
"27-11-2011","5,763.40","5,763.40","5,763.40","5,763.40","314.91K","2.69%"
"20-11-2011","5,612.63","5,612.63","5,612.63","5,612.63","331.59K","-1.82%"
"13-11-2011","5,716.45","5,716.45","5,716.45","5,716.45","151.43K","-7.24%"
"06-11-2011","6,162.35","6,162.35","6,162.35","6,162.35","253.57K","-2.16%"
"30-10-2011","6,298.39","6,298.39","6,298.39","6,298.39","137.67K","0.37%"
"23-10-2011","6,274.93","6,274.93","6,274.93","6,274.93","225.14K","2.67%"
"16-10-2011","6,111.87","6,111.87","6,111.87","6,111.87","236.41K","-1.26%"
"09-10-2011","6,189.92","6,189.92","6,189.92","6,189.92","228.49K","3.87%"
"02-10-2011","5,959.28","5,959.28","5,959.28","5,959.28","239.59K","-2.78%"
"25-09-2011","6,129.59","6,129.59","6,129.59","6,129.59","391.45K","-1.50%"
"18-09-2011","6,222.80","6,222.80","6,222.80","6,222.80","373.84K","-2.62%"
"11-09-2011","6,390.12","6,390.12","6,390.12","6,390.12","453.21K","-0.70%"
"04-09-2011","6,435.48","6,435.48","6,435.48","6,435.48","201.78K","1.75%"
"28-08-2011","6,324.61","6,324.61","6,324.61","6,324.61","298.94K","4.80%"
"21-08-2011","6,034.86","6,034.86","6,034.86","6,034.86","258.88K","-1.51%"
"14-08-2011","6,127.10","6,127.10","6,127.10","6,127.10","304.62K","-5.93%"
"07-08-2011","6,513.68","6,513.68","6,513.68","6,513.68","283.88K","-1.14%"
"31-07-2011","6,588.85","6,588.85","6,588.85","6,588.85","271.48K","-4.72%"
"24-07-2011","6,915.31","6,915.31","6,915.31","6,915.31","271.36K","-1.86%"
"17-07-2011","7,046.12","7,046.12","7,046.12","7,046.12","236.33K","0.56%"
"10-07-2011","7,006.75","7,006.75","7,006.75","7,006.75","312.68K","0.15%"
"03-07-2011","6,996.31","6,996.31","6,996.31","6,996.31","299.09K","1.37%"
"26-06-2011","6,901.67","6,901.67","6,901.67","6,901.67","434.79K","3.45%"
"19-06-2011","6,671.70","6,671.70","6,671.70","6,671.70","220.51K","-2.10%"
"12-06-2011","6,814.79","6,814.79","6,814.79","6,814.79","238.77K","-1.21%"
"05-06-2011","6,898.28","6,898.28","6,898.28","6,898.28","278.15K","0.03%"
"29-05-2011","6,896.14","6,896.14","6,896.14","6,896.14","194.87K","2.46%"
"22-05-2011","6,730.36","6,730.36","6,730.36","6,730.36","169.76K","-0.39%"
"15-05-2011","6,756.41","6,756.41","6,756.41","6,756.41","203.62K","-2.12%"
"08-05-2011","6,902.58","6,902.58","6,902.58","6,902.58","234.77K","0.57%"
"01-05-2011","6,863.78","6,863.78","6,863.78","6,863.78","295.92K","-3.25%"
"24-04-2011","7,094.26","7,094.26","7,094.26","7,094.26","245.48K","-1.95%"
"17-04-2011","7,235.33","7,235.33","7,235.33","7,235.33","168.29K","0.36%"
"10-04-2011","7,209.17","7,209.17","7,209.17","7,209.17","420.03K","0.50%"
"03-04-2011","7,173.50","7,173.50","7,173.50","7,173.50","344.82K","2.73%"
"27-03-2011","6,982.94","6,982.94","6,982.94","6,982.94","303.69K","3.89%"
"20-03-2011","6,721.56","6,721.56","6,721.56","6,721.56","244.70K","3.25%"
"13-03-2011","6,509.68","6,509.68","6,509.68","6,509.68","257.62K","-0.30%"
"06-03-2011","6,529.28","6,529.28","6,529.28","6,529.28","312.03K","-0.95%"
"27-02-2011","6,592.12","6,592.12","6,592.12","6,592.12","343.39K","3.76%"
"20-02-2011","6,353.52","6,353.52","6,353.52","6,353.52","404.60K","-4.63%"
"13-02-2011","6,661.65","6,661.65","6,661.65","6,661.65","466.92K","2.87%"
"06-02-2011","6,475.92","6,475.92","6,475.92","6,475.92","375.38K","-3.84%"
"30-01-2011","6,734.52","6,734.52","6,734.52","6,734.52","302.41K","-2.38%"
"23-01-2011","6,898.37","6,898.37","6,898.37","6,898.37","353.24K","-4.08%"
"16-01-2011","7,191.87","7,191.87","7,191.87","7,191.87","384.04K","-0.44%"
"09-01-2011","7,223.78","7,223.78","7,223.78","7,223.78","323.34K","-3.31%"
"02-01-2011","7,470.70","7,470.70","7,470.70","7,470.70","284.84K","-4.26%"
"26-12-2010","7,802.71","7,802.71","7,802.71","7,802.71","427.23K","2.30%"
"19-12-2010","7,627.20","7,627.20","7,627.20","7,627.20","335.55K","0.78%"
"12-12-2010","7,568.01","7,568.01","7,568.01","7,568.01","418.54K","2.19%"
"05-12-2010","7,405.97","7,405.97","7,405.97","7,405.97","469.31K","-6.05%"
"28-11-2010","7,883.02","7,883.02","7,883.02","7,883.02","472.58K","3.55%"
"21-11-2010","7,612.49","7,612.49","7,612.49","7,612.49","330.01K","-5.76%"
"14-11-2010","8,077.36","8,077.36","8,077.36","8,077.36","438.38K","-4.21%"
"07-11-2010","8,432.14","8,432.14","8,432.14","8,432.14","337.19K","-2.84%"
"31-10-2010","8,678.97","8,678.97","8,678.97","8,678.97","440.88K","4.53%"
"24-10-2010","8,302.56","8,302.56","8,302.56","8,302.56","524.95K","-1.46%"
"17-10-2010","8,425.80","8,425.80","8,425.80","8,425.80","476.60K","1.37%"
"10-10-2010","8,311.66","8,311.66","8,311.66","8,311.66","561.27K","-0.23%"
"03-10-2010","8,330.57","8,330.57","8,330.57","8,330.57","372.95K","1.42%"
"26-09-2010","8,213.67","8,213.67","8,213.67","8,213.67","411.02K","1.21%"
"19-09-2010","8,115.16","8,115.16","8,115.16","8,115.16","361.24K","0.13%"
"12-09-2010","8,104.28","8,104.28","8,104.28","8,104.28","324.32K","0.67%"
"05-09-2010","8,050.73","8,050.73","8,050.73","8,050.73","321.69K","2.44%"
"29-08-2010","7,859.11","7,859.11","7,859.11","7,859.11","338.62K","2.94%"
"22-08-2010","7,634.71","7,634.71","7,634.71","7,634.71","450.28K","-2.38%"
"15-08-2010","7,821.20","7,821.20","7,821.20","7,821.20","405.45K","2.34%"
"08-08-2010","7,642.04","7,642.04","7,642.04","7,642.04","415.04K","1.43%"
"01-08-2010","7,534.45","7,534.45","7,534.45","7,534.45","305.01K","1.71%"
"25-07-2010","7,407.91","7,407.91","7,407.91","7,407.91","326.18K","-0.34%"
"18-07-2010","7,433.24","7,433.24","7,433.24","7,433.24","301.25K","0.48%"
"11-07-2010","7,397.78","7,397.78","7,397.78","7,397.78","296.67K","1.10%"
"04-07-2010","7,317.15","7,317.15","7,317.15","7,317.15","351.66K","2.79%"
"27-06-2010","7,118.43","7,118.43","7,118.43","7,118.43","350.60K","0.51%"
"20-06-2010","7,082.51","7,082.51","7,082.51","7,082.51","314.20K","1.53%"
"13-06-2010","6,975.63","6,975.63","6,975.63","6,975.63","283.82K","1.32%"
"06-06-2010","6,884.82","6,884.82","6,884.82","6,884.82","407.27K","-0.08%"
"30-05-2010","6,890.19","6,890.19","6,890.19","6,890.19","277.38K","1.99%"
"23-05-2010","6,756.01","6,756.01","6,756.01","6,756.01","300.13K","1.01%"
"16-05-2010","6,688.39","6,688.39","6,688.39","6,688.39","291.32K","-3.65%"
"09-05-2010","6,942.06","6,942.06","6,942.06","6,942.06","340.04K","1.58%"
"02-05-2010","6,834.25","6,834.25","6,834.25","6,834.25","322.00K","-4.88%"
"25-04-2010","7,184.78","7,184.78","7,184.78","7,184.78","337.32K","0.74%"
"18-04-2010","7,131.95","7,131.95","7,131.95","7,131.95","247.81K","1.55%"
"11-04-2010","7,023.35","7,023.35","7,023.35","7,023.35","391.73K","-0.87%"
"04-04-2010","7,084.96","7,084.96","7,084.96","7,084.96","245.36K","3.19%"
"28-03-2010","6,865.86","6,865.86","6,865.86","6,865.86","267.98K","1.53%"
"21-03-2010","6,762.41","6,762.41","6,762.41","6,762.41","337.05K","-0.02%"
"14-03-2010","6,764.07","6,764.07","6,764.07","6,764.07","312.05K","0.94%"
"07-03-2010","6,700.85","6,700.85","6,700.85","6,700.85","313.35K","-0.51%"
"28-02-2010","6,735.49","6,735.49","6,735.49","6,735.49","324.77K","5.28%"
