"Date","Price","Open","High","Low","Vol.","Change %"
"15-01-2023","41,861.45","42,201.45","42,263.85","41,791.40","1.03B","-0.69%"
"08-01-2023","42,152.45","42,093.30","42,256.65","41,700.55","911.90M","0.74%"
"01-01-2023","41,841.35","42,321.10","42,515.05","41,700.70","827.80M","-0.82%"
"25-12-2022","42,187.65","40,773.00","42,665.35","40,401.40","980.58M","3.52%"
"18-12-2022","40,753.80","43,031.70","43,620.80","40,627.00","1.12B","-5.19%"
"11-12-2022","42,986.30","43,798.80","44,038.85","42,940.25","1.02B","-1.85%"
"04-12-2022","43,798.60","44,028.45","44,310.40","43,499.80","1.20B","-0.28%"
"27-11-2022","43,920.50","42,874.65","43,973.75","42,844.35","1.84B","2.53%"
"20-11-2022","42,835.40","42,571.25","42,866.30","42,260.45","1.24B","0.54%"
"13-11-2022","42,605.75","43,283.85","43,557.85","42,378.05","1.42B","-1.35%"
"06-11-2022","43,189.00","43,312.50","43,515.85","42,541.60","1.59B","0.21%"
"30-10-2022","43,097.30","42,326.40","43,147.20","42,308.30","1.09B","2.15%"
"23-10-2022","42,189.55","42,215.75","42,489.05","41,639.50","750.68M","0.99%"
"16-10-2022","41,777.55","41,239.75","42,483.15","40,953.65","1.12B","1.19%"
"09-10-2022","41,287.80","42,122.80","42,506.55","41,234.65","996.33M","-3.19%"
"02-10-2022","42,646.70","42,422.10","42,843.00","41,134.15","1.07B","0.62%"
"25-09-2022","42,385.45","43,071.80","43,081.10","41,534.70","1.68B","-2.37%"
"18-09-2022","43,415.05","44,255.25","45,042.75","43,353.75","1.59B","-1.54%"
"11-09-2022","44,093.35","44,268.70","45,509.70","43,821.25","2.10B","-0.04%"
"04-09-2022","44,109.95","43,748.15","44,477.75","43,518.00","1.62B","1.09%"
"28-08-2022","43,633.55","41,917.25","44,013.95","41,870.50","1.35B","1.40%"
"21-08-2022","43,030.60","43,042.00","43,254.85","41,946.65","1.81B","-0.24%"
"14-08-2022","43,133.80","42,428.30","43,864.30","42,388.90","1.54B","2.19%"
"07-08-2022","42,211.40","41,766.85","42,298.95","41,596.80","1.63B","1.26%"
"31-07-2022","41,684.25","41,124.95","42,014.15","40,853.40","3.39B","1.90%"
"24-07-2022","40,906.15","40,213.25","41,016.55","39,471.30","2.44B","1.85%"
"17-07-2022","40,165.00","39,228.45","40,482.10","39,140.30","1.14B","3.13%"
"10-07-2022","38,944.35","38,292.05","39,157.40","38,252.85","1.16B","1.48%"
"03-07-2022","38,374.65","36,937.15","38,511.40","36,833.80","1.09B","3.99%"
"26-06-2022","36,901.20","37,066.25","37,093.40","36,190.75","1.46B","0.78%"
"19-06-2022","36,616.30","35,805.95","36,657.10","35,018.20","1.17B","2.66%"
"12-06-2022","35,668.20","37,019.60","37,452.40","35,534.95","1.12B","-5.28%"
"05-06-2022","37,657.15","38,179.00","38,220.25","37,376.90","974.16M","-1.57%"
"29-05-2022","38,257.55","38,418.55","39,332.20","38,213.70","1.53B","0.57%"
"22-05-2022","38,039.60","38,663.35","38,787.35","36,533.85","1.62B","-1.37%"
"15-05-2022","38,569.15","37,858.45","39,585.50","37,447.10","1.27B","2.83%"
"08-05-2022","37,507.50","40,028.25","40,080.15","37,321.35","1.51B","-7.05%"
"01-05-2022","40,354.25","42,268.70","42,577.80","40,160.35","865.04M","-5.12%"
"24-04-2022","42,533.95","42,498.75","43,412.45","41,956.50","1.02B","-0.93%"
"17-04-2022","42,934.55","43,185.50","43,825.95","42,190.70","1.04B","-1.17%"
"10-04-2022","43,443.90","43,580.55","44,112.65","43,116.25","702.43M","0.00%"
"03-04-2022","43,445.90","41,912.00","43,536.25","41,902.95","1.42B","4.05%"
"27-03-2022","41,754.10","40,903.20","41,823.10","40,261.20","1.74B","2.45%"
"20-03-2022","40,754.55","41,183.60","41,231.45","39,970.75","1.58B","-0.74%"
"13-03-2022","41,059.00","40,121.45","41,128.30","39,304.65","2.07B","2.42%"
"06-03-2022","40,087.10","38,404.15","40,130.65","37,672.65","2.02B","2.68%"
"27-02-2022","39,042.30","39,328.30","40,647.50","38,917.30","1.83B","-1.43%"
"20-02-2022","39,609.40","40,537.95","40,650.95","38,082.70","2.16B","-2.70%"
"13-02-2022","40,709.15","40,661.80","41,536.65","39,853.70","1.49B","-2.03%"
"06-02-2022","41,553.05","42,100.00","42,285.15","41,192.85","1.98B","-1.06%"
"30-01-2022","41,998.00","41,115.65","42,286.00","41,027.25","1.89B","3.36%"
"23-01-2022","40,633.20","42,198.75","42,206.95","39,753.95","1.74B","-3.67%"
"16-01-2022","42,182.20","43,605.05","43,938.75","41,832.75","1.44B","-3.14%"
"09-01-2022","43,551.75","42,916.60","43,602.45","42,759.55","1.47B","1.69%"
"02-01-2022","42,826.35","42,323.50","42,964.85","42,247.15","2.01B","1.44%"
"26-12-2021","42,217.90","41,459.65","42,258.30","41,134.65","1.17B","1.71%"
"19-12-2021","41,509.05","40,957.55","42,094.40","39,720.40","1.46B","0.38%"
"12-12-2021","41,353.60","43,338.05","43,413.60","41,259.55","1.73B","-3.76%"
"05-12-2021","42,968.05","42,460.65","43,013.80","41,466.00","2.18B","1.45%"
"28-11-2021","42,353.65","42,060.10","42,726.45","41,096.60","1.64B","0.19%"
"21-11-2021","42,271.35","43,777.15","43,808.60","42,143.80","1.97B","-3.08%"
"14-11-2021","43,615.45","44,490.55","44,603.50","43,362.50","1.05B","-1.42%"
"07-11-2021","44,242.55","43,388.45","44,265.65","42,891.85","1.67B","2.65%"
"31-10-2021","43,099.35","42,401.60","43,265.85","42,014.40","1.31B","2.41%"
"24-10-2021","42,087.00","42,592.60","42,984.35","41,273.05","2.99B","-0.75%"
"17-10-2021","42,403.80","45,216.55","45,290.80","42,192.50","3.50B","-4.92%"
"10-10-2021","44,597.40","43,440.50","44,860.15","43,257.15","1.51B","3.07%"
"03-10-2021","43,270.70","42,772.35","43,726.15","42,679.25","1.94B","1.78%"
"26-09-2021","42,513.65","43,223.55","43,235.60","42,109.90","1.99B","-1.30%"
"19-09-2021","43,071.65","42,797.65","43,648.35","41,936.35","1.49B","-0.20%"
"12-09-2021","43,157.25","42,814.35","43,633.30","42,637.75","3.78B","0.89%"
"05-09-2021","42,774.50","42,788.00","42,799.15","42,186.85","845.57M","0.51%"
"29-08-2021","42,559.10","40,594.90","42,591.65","40,585.85","1.49B","5.33%"
"22-08-2021","40,403.90","39,697.75","40,427.00","39,022.30","1.45B","2.60%"
"15-08-2021","39,381.85","39,543.80","40,080.15","39,228.95","1.08B","-0.30%"
"08-08-2021","39,500.85","39,931.70","39,931.70","38,634.35","1.21B","-0.66%"
"01-08-2021","39,762.90","39,607.60","40,273.40","39,401.10","1.41B","1.01%"
"25-07-2021","39,363.65","39,371.80","39,587.40","38,659.85","1.59B","0.13%"
"18-07-2021","39,312.35","39,020.35","39,521.85","38,413.85","1.03B","0.32%"
"11-07-2021","39,188.15","39,091.80","39,217.25","38,801.65","1.25B","0.69%"
"04-07-2021","38,919.95","38,713.60","39,184.70","38,625.00","1.21B","1.00%"
"27-06-2021","38,533.85","38,724.90","39,015.30","38,443.55","1.46B","-0.18%"
"20-06-2021","38,603.45","37,872.85","39,106.55","37,769.10","1.75B","0.75%"
"13-06-2021","38,315.15","39,046.65","39,351.60","37,479.85","1.87B","-2.49%"
"06-06-2021","39,294.85","39,084.30","39,399.60","38,487.45","2.88B","0.98%"
"30-05-2021","38,914.50","37,515.80","38,945.10","37,390.20","2.60B","4.06%"
"23-05-2021","37,394.45","37,241.00","37,670.25","37,105.30","2.68B","0.78%"
"16-05-2021","37,104.85","35,988.30","37,312.90","35,806.85","1.96B","3.67%"
"09-05-2021","35,790.80","35,987.05","36,565.05","35,627.45","2.04B","-0.07%"
"02-05-2021","35,816.95","34,526.25","35,947.90","34,416.25","1.98B","3.04%"
"25-04-2021","34,759.20","34,520.55","35,269.65","34,366.00","1.35B","1.38%"
"18-04-2021","34,284.85","33,913.95","34,636.85","33,513.60","1.21B","-1.03%"
"11-04-2021","34,640.70","34,813.95","34,829.55","33,562.50","1.31B","-2.03%"
"04-04-2021","35,358.90","34,735.00","35,538.90","33,947.45","1.28B","1.93%"
"28-03-2021","34,689.55","34,243.60","34,743.60","33,974.10","854.32M","2.14%"
"21-03-2021","33,962.55","34,256.50","34,937.90","33,453.90","1.50B","-0.33%"
"14-03-2021","34,075.85","34,946.45","34,958.60","32,873.40","1.51B","-2.11%"
"07-03-2021","34,808.95","35,454.90","35,537.70","34,684.75","923.14M","-1.27%"
"28-02-2021","35,258.45","34,491.40","35,958.25","34,326.60","1.85B","3.02%"
"21-02-2021","34,226.35","34,938.25","35,180.15","34,041.75","2.01B","-1.95%"
"14-02-2021","34,906.90","34,816.95","35,553.80","34,558.75","3.28B","0.81%"
"07-02-2021","34,626.75","33,994.05","34,748.60","33,928.65","2.34B","2.47%"
"31-01-2021","33,790.85","31,992.75","34,367.35","31,647.65","2.70B","6.45%"
"24-01-2021","31,743.25","33,618.05","33,680.30","31,638.15","1.41B","-4.79%"
"17-01-2021","33,339.15","33,748.80","34,242.95","32,870.05","1.67B","-1.31%"
"10-01-2021","33,780.95","34,566.95","34,644.30","33,606.35","1.97B","-1.60%"
"03-01-2021","34,331.05","32,998.95","34,364.25","32,805.30","1.71B","4.78%"
"27-12-2020","32,765.95","32,261.90","32,807.65","32,153.85","1.55B","2.17%"
"20-12-2020","32,068.55","32,017.00","32,322.55","30,165.00","1.29B","-0.04%"
"13-12-2020","32,082.75","32,066.55","32,303.90","31,759.05","1.40B","0.48%"
"06-12-2020","31,928.80","31,515.35","32,066.20","31,381.25","1.90B","1.56%"
"29-11-2020","31,439.10","30,656.05","31,556.35","30,481.35","1.44B","3.64%"
"22-11-2020","30,334.40","30,150.50","30,591.00","29,809.05","1.55B","1.27%"
