"Date","Price","Open","High","Low","Vol.","Change %"
"05-01-2020","6,422.95","6,370.50","6,461.70","6,229.75","","0.44%"
"29-12-2019","6,394.50","6,297.00","6,430.65","6,289.55","","1.73%"
"22-12-2019","6,285.95","6,237.30","6,291.40","6,215.05","","0.75%"
"15-12-2019","6,239.15","6,260.60","6,267.40","6,207.75","","-0.06%"
"08-12-2019","6,243.00","6,181.00","6,248.70","6,095.60","","1.11%"
"01-12-2019","6,174.40","6,328.50","6,331.55","6,154.30","","-2.33%"
"24-11-2019","6,321.65","6,206.70","6,351.75","6,202.95","","2.02%"
"17-11-2019","6,196.50","6,184.65","6,256.10","6,155.80","","0.43%"
"10-11-2019","6,169.80","6,154.75","6,206.25","6,109.35","","0.26%"
"03-11-2019","6,153.50","6,250.15","6,274.00","6,136.80","","-1.11%"
"27-10-2019","6,222.50","6,019.85","6,252.55","6,017.90","","3.96%"
"20-10-2019","5,985.40","5,994.00","6,039.20","5,966.15","","-0.11%"
"13-10-2019","5,991.95","5,791.15","6,001.05","5,774.70","","3.83%"
"06-10-2019","5,771.10","5,768.45","5,816.60","5,710.40","","0.12%"
"29-09-2019","5,764.15","5,995.20","5,996.00","5,744.35","","-3.77%"
"22-09-2019","5,989.75","6,038.00","6,159.80","5,979.80","","0.51%"
"15-09-2019","5,959.15","5,802.00","5,965.90","5,612.60","","2.43%"
"08-09-2019","5,817.60","5,702.45","5,838.15","5,686.60","","2.12%"
"01-09-2019","5,696.70","5,683.10","5,703.25","5,589.40","","-0.28%"
"25-08-2019","5,712.70","5,699.35","5,760.75","5,574.50","","1.87%"
"18-08-2019","5,607.90","5,771.80","5,798.55","5,492.95","","-2.59%"
"11-08-2019","5,757.20","5,807.85","5,809.05","5,682.65","","-0.71%"
"04-08-2019","5,798.20","5,672.60","5,829.40","5,578.40","","1.49%"
"28-07-2019","5,713.20","5,859.65","5,866.30","5,634.75","","-2.47%"
"21-07-2019","5,857.90","5,927.75","5,931.10","5,794.45","","-1.43%"
"14-07-2019","5,942.95","6,173.20","6,176.80","5,930.85","","-3.55%"
"07-07-2019","6,161.80","6,252.95","6,258.95","6,088.70","","-1.94%"
"30-06-2019","6,283.45","6,364.35","6,411.60","6,270.90","","-0.99%"
"23-06-2019","6,346.55","6,254.85","6,363.60","6,218.70","","1.50%"
"16-06-2019","6,252.65","6,309.05","6,310.15","6,128.20","","-0.85%"
"09-06-2019","6,306.35","6,410.50","6,434.70","6,290.70","","-1.22%"
"02-06-2019","6,383.95","6,446.65","6,535.70","6,331.70","","-0.90%"
"26-05-2019","6,442.20","6,343.35","6,482.60","6,332.65","","1.88%"
"19-05-2019","6,323.25","6,195.50","6,345.25","6,158.05","","4.52%"
"12-05-2019","6,049.55","6,091.55","6,094.45","5,920.00","","-0.87%"
"05-05-2019","6,102.55","6,217.45","6,241.00","6,047.60","","-2.43%"
"28-04-2019","6,254.50","6,340.40","6,341.65","6,230.05","","-1.39%"
"21-04-2019","6,342.75","6,443.75","6,443.80","6,318.40","","-1.79%"
"14-04-2019","6,458.25","6,493.45","6,530.05","6,441.20","","-0.22%"
"07-04-2019","6,472.75","6,519.65","6,520.85","6,399.70","","-0.39%"
"31-03-2019","6,497.90","6,530.05","6,567.10","6,424.50","","-0.09%"
"24-03-2019","6,503.95","6,286.05","6,509.00","6,252.25","","2.80%"
"17-03-2019","6,327.05","6,386.35","6,397.15","6,320.20","","-0.59%"
"10-03-2019","6,364.85","6,217.75","6,391.45","6,217.50","","2.70%"
"03-03-2019","6,197.55","6,078.40","6,257.80","6,076.10","","2.12%"
"24-02-2019","6,068.85","5,941.40","6,071.15","5,823.80","","2.47%"
"17-02-2019","5,922.60","5,824.10","5,925.80","5,755.35","","1.68%"
"10-02-2019","5,824.55","5,961.10","5,961.70","5,788.60","","-2.39%"
"03-02-2019","5,967.40","6,072.30","6,072.30","5,934.45","","-1.79%"
"27-01-2019","6,076.05","6,061.05","6,121.55","5,932.15","","0.12%"
"20-01-2019","6,068.60","6,241.25","6,248.15","6,054.65","","-2.64%"
