"Date","Price","Open","High","Low","Vol.","Change %"
"03-09-2023","19,819.95","19,525.05","19,867.15","19,432.85","1.43B","1.98%"
"27-08-2023","19,435.30","19,298.35","19,458.55","19,223.65","1.68B","0.88%"
"20-08-2023","19,265.80","19,320.65","19,584.45","19,229.70","1.43B","-0.23%"
"13-08-2023","19,310.15","19,383.95","19,482.75","19,253.60","995.28M","-0.61%"
"06-08-2023","19,428.30","19,576.85","19,645.50","19,412.75","1.29B","-0.45%"
"30-07-2023","19,517.00","19,666.35","19,795.60","19,296.45","1.48B","-0.66%"
"23-07-2023","19,646.05","19,748.45","19,867.55","19,563.10","1.47B","-0.50%"
"16-07-2023","19,745.00","19,612.15","19,991.85","19,562.95","1.40B","0.92%"
"09-07-2023","19,564.50","19,400.35","19,595.35","19,327.10","1.45B","1.20%"
"02-07-2023","19,331.80","19,246.50","19,523.60","19,234.40","1.18B","0.74%"
"25-06-2023","19,189.05","18,682.35","19,201.70","18,646.70","1.04B","2.80%"
"18-06-2023","18,665.50","18,873.30","18,886.60","18,647.10","1.11B","-0.85%"
"11-06-2023","18,826.00","18,595.05","18,864.70","18,559.75","1.21B","1.41%"
"04-06-2023","18,563.40","18,612.00","18,777.90","18,531.60","1.25B","0.16%"
"28-05-2023","18,534.10","18,619.15","18,662.45","18,464.55","1.73B","0.19%"
"21-05-2023","18,499.35","18,201.10","18,508.55","18,178.85","1.20B","1.63%"
"14-05-2023","18,203.40","18,339.30","18,458.90","18,060.40","1.20B","-0.61%"
"07-05-2023","18,314.80","18,120.60","18,389.70","18,100.30","1.18B","1.36%"
"30-04-2023","18,069.00","18,124.80","18,267.45","18,042.40","957.73M","0.02%"
"23-04-2023","18,065.00","17,707.55","18,089.15","17,612.50","1.32B","2.50%"
"16-04-2023","17,624.05","17,863.00","17,863.00","17,553.95","1.34B","-1.14%"
"09-04-2023","17,828.00","17,634.90","17,842.15","17,597.95","1.08B","1.30%"
"02-04-2023","17,599.15","17,427.95","17,638.70","17,312.75","721.22M","1.38%"
"26-03-2023","17,359.75","16,984.30","17,381.60","16,913.75","1.07B","2.45%"
"19-03-2023","16,945.05","17,066.60","17,207.25","16,828.35","935.73M","-0.91%"
"12-03-2023","17,100.05","17,421.90","17,529.90","16,850.15","1.55B","-1.80%"
"05-03-2023","17,412.90","17,680.35","17,799.95","17,324.35","1.13B","-1.03%"
"26-02-2023","17,594.35","17,428.60","17,644.75","17,255.20","1.61B","0.74%"
"19-02-2023","17,465.80","17,965.55","18,004.35","17,421.80","1.03B","-2.67%"
"12-02-2023","17,944.20","17,859.10","18,134.75","17,719.75","1.14B","0.49%"
"05-02-2023","17,856.50","17,818.55","17,916.90","17,652.55","1.42B","0.01%"
"29-01-2023","17,854.05","17,541.95","17,972.20","17,353.40","2.26B","1.42%"
"22-01-2023","17,604.35","18,118.45","18,201.25","17,493.55","1.15B","-2.35%"
"15-01-2023","18,027.65","18,033.15","18,183.75","17,853.65","1.16B","0.40%"
"08-01-2023","17,956.60","17,952.55","18,141.40","17,761.65","1.28B","0.54%"
"01-01-2023","17,859.45","18,131.70","18,251.95","17,795.55","1.21B","-1.36%"
"25-12-2022","18,105.30","17,830.40","18,265.25","17,774.25","1.06B","1.68%"
"18-12-2022","17,806.80","18,288.10","18,473.35","17,779.50","928.64M","-2.53%"
"11-12-2022","18,269.00","18,402.15","18,696.10","18,255.15","1.05B","-1.23%"
"04-12-2022","18,496.60","18,719.55","18,728.60","18,410.10","1.13B","-1.07%"
"27-11-2022","18,696.10","18,430.55","18,887.60","18,365.60","1.33B","0.99%"
"20-11-2022","18,512.75","18,246.40","18,534.90","18,133.35","980.19M","1.12%"
"13-11-2022","18,307.65","18,376.40","18,442.15","18,209.80","1.17B","-0.23%"
"06-11-2022","18,349.70","18,211.75","18,362.30","17,969.40","1.26B","1.28%"
"30-10-2022","18,117.15","17,910.20","18,178.75","17,899.90","1.33B","1.86%"
"23-10-2022","17,786.80","17,736.35","17,838.90","17,637.00","871.07M","1.20%"
"16-10-2022","17,576.30","17,144.80","17,670.15","17,098.55","1.19B","2.27%"
"09-10-2022","17,185.70","17,094.35","17,348.55","16,950.30","1.27B","-0.74%"
"02-10-2022","17,314.65","17,102.10","17,428.80","16,855.55","986.11M","1.29%"
"25-09-2022","17,094.35","17,156.30","17,196.40","16,747.70","1.89B","-1.34%"
"18-09-2022","17,327.35","17,540.65","17,919.30","17,291.65","1.44B","-1.16%"
"11-09-2022","17,530.85","17,890.85","18,096.15","17,497.25","1.61B","-1.70%"
"04-09-2022","17,833.35","17,546.45","17,925.95","17,484.30","1.39B","1.68%"
"28-08-2022","17,539.45","17,188.65","17,777.65","17,166.20","1.13B","-0.11%"
"21-08-2022","17,558.90","17,682.90","17,726.50","17,345.20","1.33B","-1.12%"
"14-08-2022","17,758.45","17,797.20","17,992.20","17,710.75","822.31M","0.34%"
"07-08-2022","17,698.15","17,401.50","17,724.65","17,359.75","1.18B","1.73%"
"31-07-2022","17,397.50","17,243.20","17,490.70","17,154.80","1.68B","1.39%"
"24-07-2022","17,158.25","16,662.55","17,172.80","16,438.75","1.42B","2.62%"
"17-07-2022","16,719.45","16,151.40","16,752.25","16,142.20","1.17B","4.18%"
"10-07-2022","16,049.20","16,136.15","16,248.55","15,858.20","1.13B","-1.06%"
"03-07-2022","16,220.60","15,710.50","16,275.50","15,661.80","1.39B","2.97%"
"26-06-2022","15,752.05","15,926.20","15,927.45","15,511.05","1.58B","0.34%"
"19-06-2022","15,699.25","15,334.50","15,749.25","15,191.10","1.22B","2.65%"
"12-06-2022","15,293.50","15,877.55","15,886.15","15,183.40","1.24B","-5.61%"
"05-06-2022","16,201.80","16,530.70","16,610.95","16,172.60","1.11B","-2.31%"
"29-05-2022","16,584.30","16,527.90","16,793.85","16,438.85","1.63B","1.42%"
"22-05-2022","16,352.45","16,290.95","16,414.70","15,903.70","1.38B","0.53%"
"15-05-2022","16,266.15","15,845.10","16,399.80","15,739.65","1.37B","3.07%"
"08-05-2022","15,782.15","16,227.70","16,404.55","15,735.75","1.54B","-3.83%"
"01-05-2022","16,411.25","16,924.45","17,132.85","16,340.90","1.16B","-4.04%"
"24-04-2022","17,102.55","17,009.05","17,377.65","16,888.70","1.45B","-0.40%"
"17-04-2022","17,171.95","17,183.45","17,414.70","16,824.70","1.61B","-1.74%"
"10-04-2022","17,475.65","17,740.90","17,779.05","17,442.35","762.79M","-1.74%"
"03-04-2022","17,784.35","17,809.10","18,114.65","17,600.55","1.54B","0.64%"
"27-03-2022","17,670.45","17,181.85","17,703.70","17,003.90","1.57B","3.02%"
"20-03-2022","17,153.00","17,329.50","17,442.40","17,006.30","1.44B","-0.78%"
"13-03-2022","17,287.05","16,633.70","17,344.60","16,555.00","1.40B","3.95%"
"06-03-2022","16,630.45","15,867.95","16,757.30","15,671.45","2.42B","2.37%"
"27-02-2022","16,245.35","16,481.60","16,815.90","16,133.80","1.82B","-2.48%"
"20-02-2022","16,658.40","17,192.25","17,351.05","16,203.25","1.50B","-3.58%"
"13-02-2022","17,276.30","17,076.15","17,490.60","16,809.65","1.27B","-0.57%"
"06-02-2022","17,374.75","17,456.30","17,639.45","17,043.65","1.30B","-0.81%"
"30-01-2022","17,516.30","17,301.05","17,794.60","17,244.55","1.47B","2.42%"
"23-01-2022","17,101.95","17,575.15","17,599.40","16,836.80","1.40B","-2.92%"
"16-01-2022","17,617.15","18,235.65","18,350.95","17,485.85","1.31B","-3.50%"
"09-01-2022","18,255.75","17,913.30","18,286.95","17,879.15","1.23B","2.49%"
"02-01-2022","17,812.70","17,387.15","17,944.70","17,383.30","1.18B","2.64%"
"26-12-2021","17,354.05","16,937.75","17,400.80","16,833.20","970.34M","2.06%"
"19-12-2021","17,003.75","16,824.25","17,155.60","16,410.20","1.16B","0.11%"
"12-12-2021","16,985.20","17,619.10","17,639.50","16,966.45","1.32B","-3.00%"
"05-12-2021","17,511.30","17,209.05","17,543.25","16,891.70","1.19B","1.83%"
"28-11-2021","17,196.70","17,055.80","17,489.80","16,782.40","1.71B","1.00%"
"21-11-2021","17,026.45","17,796.25","17,805.25","16,985.70","1.58B","-4.16%"
"14-11-2021","17,764.80","18,140.95","18,210.15","17,688.50","1.12B","-1.87%"
"07-11-2021","18,102.75","18,040.20","18,123.00","17,798.20","1.35B","1.04%"
"31-10-2021","17,916.80","17,783.15","18,012.25","17,697.10","957.14M","1.39%"
"24-10-2021","17,671.65","18,229.50","18,342.05","17,613.10","1.81B","-2.45%"
"17-10-2021","18,114.90","18,500.10","18,604.45","18,034.35","1.90B","-1.22%"
"10-10-2021","18,338.55","17,867.55","18,350.75","17,839.10","1.78B","2.48%"
"03-10-2021","17,895.20","17,615.55","17,941.85","17,581.35","1.86B","2.07%"
"26-09-2021","17,532.05","17,932.20","17,943.50","17,452.90","1.94B","-1.80%"
"19-09-2021","17,853.20","17,443.85","17,947.65","17,326.10","1.68B","1.52%"
"12-09-2021","17,585.15","17,363.55","17,792.95","17,269.15","1.87B","1.24%"
"05-09-2021","17,369.25","17,399.35","17,436.50","17,254.20","965.63M","0.26%"
"29-08-2021","17,323.60","16,775.85","17,340.10","16,764.85","1.55B","3.70%"
"22-08-2021","16,705.20","16,592.25","16,722.05","16,395.70","1.29B","1.55%"
"15-08-2021","16,450.50","16,518.40","16,701.85","16,376.05","1.15B","-0.48%"
"08-08-2021","16,529.10","16,281.35","16,543.60","16,162.55","1.41B","1.79%"
"01-08-2021","16,238.20","15,874.90","16,349.45","15,834.65","1.75B","3.01%"
"25-07-2021","15,763.05","15,849.30","15,893.35","15,513.45","1.70B","-0.59%"
"18-07-2021","15,856.05","15,754.50","15,899.80","15,578.55","1.08B","-0.42%"
"11-07-2021","15,923.40","15,766.80","15,962.25","15,644.75","1.26B","1.49%"
"04-07-2021","15,689.80","15,793.40","15,914.20","15,632.75","1.48B","-0.21%"
"27-06-2021","15,722.20","15,915.35","15,915.65","15,635.95","1.36B","-0.87%"
"20-06-2021","15,860.35","15,525.85","15,895.75","15,505.65","1.59B","1.13%"
"13-06-2021","15,683.35","15,791.40","15,901.60","15,450.90","2.05B","-0.73%"
"06-06-2021","15,799.35","15,725.10","15,835.55","15,566.90","1.89B","0.82%"
"30-05-2021","15,670.25","15,437.75","15,733.60","15,374.00","2.10B","1.52%"
"23-05-2021","15,435.65","15,211.35","15,469.65","15,145.45","2.50B","1.72%"
"16-05-2021","15,175.30","14,756.25","15,190.00","14,725.35","2.69B","3.39%"
"09-05-2021","14,677.80","14,928.25","14,966.90","14,591.90","2.35B","-0.98%"
"02-05-2021","14,823.15","14,481.05","14,863.05","14,416.25","2.29B","1.31%"
"25-04-2021","14,631.10","14,449.45","15,044.35","14,421.30","2.45B","2.02%"
"18-04-2021","14,341.35","14,306.60","14,526.95","14,151.40","1.95B","-1.89%"
"11-04-2021","14,617.85","14,644.65","14,697.70","14,248.70","2.35B","-1.46%"
"04-04-2021","14,834.85","14,837.70","14,984.15","14,459.50","2.45B","-0.22%"
"28-03-2021","14,867.35","14,628.50","14,883.20","14,617.60","1.46B","2.48%"
"21-03-2021","14,507.30","14,736.30","14,878.60","14,264.40","2.48B","-1.61%"
"14-03-2021","14,744.00","15,048.40","15,051.60","14,350.10","2.85B","-1.91%"
"07-03-2021","15,030.95","15,002.45","15,336.30","14,919.90","2.15B","0.62%"
"28-02-2021","14,938.10","14,702.50","15,273.15","14,638.55","2.85B","2.81%"
"21-02-2021","14,529.15","14,999.05","15,176.50","14,467.75","3.67B","-3.02%"
"14-02-2021","14,981.75","15,270.30","15,431.75","14,898.20","3.09B","-1.20%"
"07-02-2021","15,163.30","15,064.30","15,257.10","14,977.20","3.08B","1.60%"
"31-01-2021","14,924.25","13,758.60","15,014.65","13,661.75","4.48B","9.46%"
"24-01-2021","13,634.60","14,477.80","14,491.10","13,596.75","2.67B","-5.13%"
"17-01-2021","14,371.90","14,453.30","14,753.55","14,222.80","3.41B","-0.43%"
"10-01-2021","14,433.70","14,474.05","14,653.35","14,357.85","3.89B","0.60%"
"03-01-2021","14,347.25","14,104.35","14,367.30","13,953.75","2.79B","2.35%"
"27-12-2020","14,018.50","13,815.15","14,049.85","13,811.55","1.93B","1.96%"
"20-12-2020","13,749.25","13,741.90","13,777.50","13,131.45","2.31B","-0.08%"
"13-12-2020","13,760.55","13,571.45","13,773.25","13,447.05","2.45B","1.83%"
"06-12-2020","13,513.85","13,264.85","13,579.35","13,241.95","2.98B","1.93%"
"29-11-2020","13,258.55","13,062.20","13,280.05","12,962.80","2.66B","2.23%"
"22-11-2020","12,968.95","12,960.30","13,145.85","12,790.40","3.60B","0.85%"
"15-11-2020","12,859.05","12,823.35","12,963.00","12,730.25","2.98B","1.09%"
"08-11-2020","12,719.95","12,399.40","12,769.75","12,367.35","3.42B","3.72%"
"01-11-2020","12,263.55","11,697.35","12,280.40","11,557.40","3.12B","5.34%"
"25-10-2020","11,642.40","11,937.40","11,942.85","11,535.45","2.95B","-2.41%"
"18-10-2020","11,930.35","11,879.20","12,018.65","11,775.75","2.67B","1.43%"
"11-10-2020","11,762.45","11,973.55","12,025.45","11,661.30","2.71B","-1.27%"
"04-10-2020","11,914.20","11,487.80","11,938.60","11,452.30","2.83B","4.36%"
"27-09-2020","11,416.95","11,140.85","11,428.60","11,099.85","1.92B","3.32%"
"20-09-2020","11,050.25","11,503.80","11,535.25","10,790.20","3.26B","-3.95%"
"13-09-2020","11,504.95","11,540.15","11,618.10","11,383.55","2.96B","0.35%"
"06-09-2020","11,464.45","11,359.60","11,493.50","11,185.15","3.10B","1.15%"
"30-08-2020","11,333.85","11,777.55","11,794.25","11,303.65","4.04B","-2.69%"
"23-08-2020","11,647.60","11,412.00","11,686.05","11,410.65","3.44B","2.43%"
"16-08-2020","11,371.60","11,248.90","11,460.35","11,144.50","3.30B","1.73%"
"09-08-2020","11,178.40","11,270.25","11,373.60","11,111.45","2.90B","-0.32%"
"02-08-2020","11,214.05","11,057.55","11,256.80","10,882.25","3.03B","1.27%"
"26-07-2020","11,073.45","11,225.00","11,341.40","11,026.65","3.19B","-1.08%"
"19-07-2020","11,194.15","10,999.45","11,239.80","10,953.00","3.39B","2.68%"
"12-07-2020","10,901.70","10,851.85","10,933.45","10,562.90","3.17B","1.24%"
"05-07-2020","10,768.05","10,723.85","10,847.85","10,676.55","3.19B","1.51%"
"28-06-2020","10,607.35","10,311.95","10,631.30","10,223.60","2.83B","2.16%"
"21-06-2020","10,383.00","10,318.75","10,553.15","10,194.50","3.88B","1.35%"
"14-06-2020","10,244.40","9,919.35","10,272.40","9,726.35","3.82B","2.72%"
"07-06-2020","9,972.90","10,326.75","10,328.50","9,544.35","3.83B","-1.67%"
"31-05-2020","10,142.15","9,726.85","10,177.80","9,706.95","4.12B","5.86%"
"24-05-2020","9,580.30","9,099.75","9,598.85","8,996.65","3.22B","5.99%"
"17-05-2020","9,039.25","9,158.30","9,178.55","8,806.75","3.46B","-1.07%"
"10-05-2020","9,136.85","9,348.15","9,584.50","9,043.95","3.53B","-1.24%"
"03-05-2020","9,251.50","9,533.50","9,533.50","9,116.50","3.45B","-6.17%"
"26-04-2020","9,859.90","9,259.70","9,889.05","9,250.35","2.71B","7.71%"
"19-04-2020","9,154.40","9,390.20","9,390.85","8,909.40","3.44B","-1.21%"
"12-04-2020","9,266.75","9,103.95","9,324.00","8,821.90","2.93B","1.70%"
"05-04-2020","9,111.90","8,446.30","9,131.70","8,360.95","2.45B","12.72%"
"29-03-2020","8,083.80","8,385.95","8,678.30","8,055.80","2.51B","-6.66%"
"22-03-2020","8,660.25","7,945.70","9,038.90","7,511.10","3.80B","-0.97%"
"15-03-2020","8,745.45","9,587.80","9,602.20","7,832.55","5.35B","-12.15%"
"08-03-2020","9,955.20","10,742.05","10,751.55","8,555.15","5.52B","-9.41%"
"01-03-2020","10,989.45","11,387.35","11,433.00","10,827.40","5.34B","-1.90%"
"23-02-2020","11,201.75","12,012.55","12,012.55","11,175.05","2.94B","-7.28%"
"16-02-2020","12,080.85","12,131.80","12,159.60","11,908.05","2.15B","-0.27%"
"09-02-2020","12,113.45","12,102.35","12,246.70","11,990.75","2.54B","0.12%"
"02-02-2020","12,098.35","11,939.00","12,160.60","11,614.50","3.56B","1.14%"
"26-01-2020","11,962.10","12,197.10","12,216.60","11,945.85","2.74B","-2.34%"
"19-01-2020","12,248.25","12,430.50","12,430.50","12,087.90","2.92B","-0.84%"
"12-01-2020","12,352.35","12,296.70","12,389.05","12,278.75","2.70B","0.78%"
"05-01-2020","12,256.80","12,170.60","12,311.20","11,929.60","2.43B","0.25%"
"29-12-2019","12,226.65","12,274.90","12,289.90","12,151.80","1.98B","-0.16%"
"22-12-2019","12,245.80","12,235.45","12,287.15","12,118.85","1.98B","-0.21%"
"15-12-2019","12,271.80","12,131.35","12,293.90","12,046.30","2.89B","1.53%"
"08-12-2019","12,086.70","11,939.10","12,098.85","11,832.30","3.60B","1.39%"
"01-12-2019","11,921.50","12,137.05","12,137.15","11,888.85","3.25B","-1.12%"
"24-11-2019","12,056.05","11,922.45","12,158.80","11,919.75","3.74B","1.19%"
"17-11-2019","11,914.40","11,915.15","12,038.60","11,867.60","2.82B","0.16%"
"10-11-2019","11,895.45","11,879.20","11,973.65","11,802.65","2.35B","-0.11%"
"03-11-2019","11,908.15","11,928.90","12,034.15","11,850.25","3.41B","0.15%"
"27-10-2019","11,890.60","11,662.25","11,945.00","11,604.60","4.11B","2.65%"
"20-10-2019","11,583.90","11,657.15","11,714.35","11,490.75","3.04B","-0.67%"
"13-10-2019","11,661.85","11,335.90","11,684.70","11,290.05","3.30B","3.16%"
"06-10-2019","11,305.05","11,196.20","11,362.90","11,090.15","2.77B","1.17%"
"29-09-2019","11,174.75","11,491.15","11,554.20","11,158.35","4.01B","-2.93%"
"22-09-2019","11,512.40","11,542.70","11,694.85","11,416.10","3.66B","2.11%"
"15-09-2019","11,274.20","10,994.85","11,381.90","10,670.25","3.43B","1.79%"
"08-09-2019","11,075.90","10,936.70","11,084.45","10,889.80","2.28B","1.18%"
"01-09-2019","10,946.20","10,960.95","10,967.50","10,746.35","2.08B","-0.70%"
"25-08-2019","11,023.25","11,000.30","11,141.75","10,756.55","3.20B","1.79%"
"18-08-2019","10,829.35","11,094.80","11,146.90","10,637.15","2.71B","-1.98%"
"11-08-2019","11,047.80","11,139.40","11,145.90","10,901.60","1.61B","-0.56%"
"04-08-2019","11,109.65","10,895.80","11,181.45","10,782.60","2.59B","1.02%"
"28-07-2019","10,997.35","11,307.50","11,310.95","10,848.95","2.55B","-2.54%"
"21-07-2019","11,284.30","11,392.85","11,398.15","11,210.05","2.46B","-1.18%"
"14-07-2019","11,419.25","11,614.75","11,706.65","11,399.30","2.26B","-1.15%"
"07-07-2019","11,552.50","11,770.40","11,771.90","11,461.00","1.92B","-2.19%"
"30-06-2019","11,811.15","11,839.90","11,981.75","11,797.90","1.85B","0.19%"
"23-06-2019","11,788.85","11,725.80","11,911.15","11,651.00","1.69B","0.55%"
"16-06-2019","11,724.10","11,844.00","11,844.05","11,625.10","2.02B","-0.84%"
"09-06-2019","11,823.30","11,934.90","12,000.35","11,797.70","1.76B","-0.40%"
"02-06-2019","11,870.65","11,953.75","12,103.05","11,769.50","1.32B","-0.44%"
"26-05-2019","11,922.80","11,855.50","12,039.25","11,812.40","2.12B","0.66%"
"19-05-2019","11,844.10","11,651.90","12,041.15","11,591.70","2.13B","3.83%"
"12-05-2019","11,407.15","11,258.70","11,426.15","11,108.30","1.93B","1.14%"
"05-05-2019","11,278.90","11,605.80","11,657.05","11,251.05","1.77B","-3.70%"
"28-04-2019","11,712.25","11,748.75","11,789.30","11,655.90","1.22B","-0.36%"
"21-04-2019","11,754.65","11,727.05","11,796.75","11,564.80","1.81B","0.02%"
"14-04-2019","11,752.80","11,667.00","11,856.15","11,648.25","983.96M","0.94%"
"07-04-2019","11,643.45","11,704.35","11,710.30","11,549.10","1.45B","-0.19%"
"31-03-2019","11,665.95","11,665.20","11,761.00","11,559.20","1.75B","0.36%"
"24-03-2019","11,623.90","11,395.65","11,630.35","11,311.60","1.87B","1.46%"
"17-03-2019","11,456.90","11,473.85","11,572.80","11,412.50","1.40B","0.26%"
"10-03-2019","11,426.85","11,068.75","11,487.00","11,059.85","1.88B","3.55%"
"03-03-2019","11,035.40","10,864.85","11,089.05","10,817.00","1.39B","1.58%"
"24-02-2019","10,863.50","10,813.25","10,939.70","10,729.30","2.13B","0.67%"
"17-02-2019","10,791.65","10,738.65","10,808.85","10,585.65","1.60B","0.63%"
"10-02-2019","10,724.40","10,930.90","10,930.90","10,620.40","2.05B","-2.00%"
"03-02-2019","10,943.60","10,876.75","11,118.10","10,814.15","1.50B","0.46%"
"27-01-2019","10,893.65","10,792.45","10,983.45","10,583.65","2.27B","1.05%"
"20-01-2019","10,780.55","10,919.35","10,987.45","10,756.45","1.71B","-1.16%"
"13-01-2019","10,906.95","10,807.00","10,930.65","10,692.35","1.48B","1.04%"
"06-01-2019","10,794.95","10,804.85","10,870.40","10,733.25","1.40B","0.63%"
"30-12-2018","10,727.35","10,913.20","10,923.60","10,628.65","1.24B","-1.22%"
"23-12-2018","10,859.90","10,780.90","10,893.60","10,534.55","1.23B","0.98%"
"16-12-2018","10,754.00","10,853.20","10,985.15","10,738.65","1.64B","-0.48%"
"09-12-2018","10,805.45","10,508.70","10,838.60","10,333.85","1.94B","1.05%"
"02-12-2018","10,693.70","10,930.70","10,941.20","10,588.25","1.74B","-1.68%"
"25-11-2018","10,876.75","10,568.30","10,922.45","10,489.75","2.33B","3.32%"
"18-11-2018","10,526.75","10,731.25","10,774.70","10,512.00","1.14B","-1.46%"
"11-11-2018","10,682.20","10,607.80","10,695.15","10,440.55","1.59B","0.92%"
